,id,abstract,title,humor
162,2744,"Common mechanisms in aging and obesity are hypothesized to increase susceptibility to neurodegeneration, however, direct evidence in support of this hypothesis is lacking. We therefore performed a cross-sectional analysis of magnetic resonance image-based brain structure on a population-based cohort of healthy adults. Study participants were originally part of the Cambridge Centre for Ageing and Neuroscience (Cam-CAN) and included 527 individuals aged 20-87 years. Cortical reconstruction techniques were used to generate measures of whole-brain cerebral white-matter volume, cortical thickness, and surface area. Results indicated that cerebral white-matter volume in overweight and obese individuals was associated with a greater degree of atrophy, with maximal effects in middle-age corresponding to an estimated increase of brain age of 10 years. There were no similar body mass index-related changes in cortical parameters. This study suggests that at a population level, obesity may increase the risk of neurodegeneration.",Obesity associated with increased brain age from midlife,-1.0
163,2812,"Reformed batterers were interviewed about their perceptions on the nature of their abuse and how they stopped their abuse. The interviewees were 12 men from a men's counseling program who were nonviolent for 10 months or more. The men explained their abuse as a reaction to their failed macho complex. They viewed the counseling program as a reinforcement for their self-determination to change. And they described the process of change in terms of personal growth, in which they accepted responsibility, became empathetic, and redefined their manhood. The implications of the reformed batterer's perceptions for program development are discussed in the conclusion.","The gender warrior: Reformed batterers on abuse, treatment, and change",0.25
164,2851,"Previous work with healthy adults supports the idea that perception of the orientation of a tool's handle may automatically activate cognitive components for grasping and use. An important source of evidence for this automatic activation view comes from studies showing interference when automatically activated action representations are inconsistent with the behaviors demanded by a task (e.g., Tucker and Ellis, 1998). Here, we evaluated whether such effects occur in a grip selection task in which responses were chosen based on a learned rule (Rule task) versus anticipatory planning (Plan task). Participants were asked to pantomime grasping horizontally presented objects with handles. In the Rule task, a color cue indicated on which side of the tool's handle the thumb had to be placed. In the Plan task, participants had to choose the most comfortable way to grasp and rotate the object into a specific end-position. Across three experiments we found evidence of interference on grip selection exclusively during the Rule task, and only when it was preceded by a prime task that involved tool use. These findings suggest that prior activation of cognitive components through use of tools can be effective over time and interferes with grip selection based on use of a pre-learned rule. Absence of interference effects during the plan task, even when preceded by the Use task, suggest that engagement of similar mechanisms during active planning overwrites this automatic activation of previously effective components. Possible cognitive and neural mechanisms are discussed.",Are tool properties always processed automatically? The role of tool use context and task complexity,-1.0
165,2854,"This study analyzed how communication changes when people communicate with an intelligent agent as opposed to with another human. We compared 100 instant messaging conversations to 100 exchanges with the popular chatbot Cleverbot along seven dimensions: words per message, words per conversation, messages per conversation, word uniqueness, and use of profanity, shorthand, and emoticons. A MANOVA indicated that people communicated with the chatbot for longer durations (but with shorter messages) than they did with another human. Additionally, human-chatbot communication lacked much of the richness of vocabulary found in conversations among people, and exhibited greater profanity. These results suggest that while human language skills transfer easily to human-chatbot communication, there are notable differences in the content and quality of such conversations.",Real conversations with artificial intelligence: A comparison between human-human online conversations and human-chatbot conversations,-1.0
166,2863,"The basic point of this contribution is to emphasise that in understanding the link between neuroscience and developing educational programmes, we have to do more than pay lip-service to the fact that they operate at very distinct levels of description and abstraction. We should clearly acknowledge that there are at least three levels of relevance here - the biological, the cognitive and the behavioural.",Don't forget about levels of explanation,-0.5
167,2868,"Metaphors are fundamental to creative thought and expression. Newly coined metaphors regularly infiltrate our collective vocabulary and gradually become familiar, but it is unclear how this shift from novel to conventionalized meaning happens in the brain. We investigated the neural career of metaphors in a functional magnetic resonance imaging study using extensively normed new metaphors and simulated the ordinary, gradual experience of metaphor conventionalization by manipulating participants' exposure to these metaphors. Results showed that the conventionalization of novel metaphors specifically tunes activity within bilateral inferior prefrontal cortex, left posterior middle temporal gyrus, and right postero-lateral occipital cortex. These results support theoretical accounts attributing a role for the right hemisphere in processing novel, low salience figurative meanings, but also show that conventionalization of metaphoric meaning is a bilaterally-mediated process. Metaphor conventionalization entails a decreased neural load within semantic networks rather than a hemispheric or regional shift across brain areas.",From novel to familiar: Tuning the brain for metaphors,-1.0
168,2881,"The looming vulnerability model of fear predicts that high fearful individuals, as compared to low fearful individuals, will display a heightened tendency to perceive feared stimuli as moving disproportionately quickly when such stimuli are approaching, but not when they are receding. Experiments testing this prediction have been compromised by methodological limitations that preclude their ability to determine its validity. The present study employed a novel methodology designed to overcome these limitations to examine whether individuals with heightened levels of spider-fear exhibit this predicted perceptual bias. Two groups of participants who differed in spider-fear completed a perceptual task that presented stimulus pairs comprising spider and butterfly images under two movement conditions. In one condition images displayed approaching movement, while in the other condition images displayed receding movement. Participants were required to indicate which stimulus they perceived to move fastest. As predicted, it was found that participants with heightened spider-fear demonstrated a significantly greater tendency than low spider-fearful participants to perceive the spider stimuli as moving fastest, only when stimuli displayed approaching movement. Implications and avenues for future research are discussed.","High Spider-Fearful and Low Spider-Fearful Individuals Differentially Perceive the Speed of Approaching, but not Receding, Spider Stimuli",-1.0
169,2905,"We propose a digital version of the backpropagation algorithm (DBP) for three-layered neural networks with nondifferentiable binary units. This approach feeds teacher signals to both the middle and output layers, whereas with a simple perceptron, they are given only to the output layer. The additional teacher signals enable the DBP to update the coupling weights not only between the middle and output layers but also between the input and middle layers. A neural network based on DBP learning is fast and easy to implement in hardware. Simulation results for several linearly nonseparable problems such as XOR demonstrate that the DBP performs favorably when compared to the conventional approaches. Furthermore, in large-scale networks, simulation results indicate that the DBP provides high performance.",A New Backpropagation Learning Algorithm for Layered Neural Networks with Nondifferentiable Units,-1.0
170,2954,"Human perception of an image's conspicuity depends on the stimulus itself and the observer's semantic interpretation. We investigated the relative contribution of the former, sensory-driven, component. Participants viewed sequences of images from five different classes-fractals, overhead satellite imagery, grayscale and colored natural scenes, and magazine covers-and graded each numerically according to its perceived conspicuity. We found significant consistency in this rating within and between observers for all image categories. In a subsequent recognition memory test, performance was significantly above chance for all categories, with the weakest memory for satellite imagery, and reaching near ceiling for magazine covers. When repeating the experiment after one year, ratings remained consistent within each observer and category, despite the absence of explicit scene memory. Our findings suggest that the rating of image conspicuity is driven by image-immanent, sensory factors common to all observers.",Observers are consistent when rating image conspicuity,-1.0
171,2982,"Little is known about what factors influence a caregiver to use controlling feeding practices with adolescents. The present study examines potential predictors (e.g., parent and child eating, parent and child weight, and the home environment) of the use of controlling feeding practices among adolescents, an age group that has not received much attention. Parents (N=54, M age=43.63 years, SD=6.42; 94.4% female) of adolescents ages 12-17 (N=54, M age=13.94 years, SD=1.75; 43.6% female) completed measures assessing their child feeding practices, eating patterns and the home environment. Adolescents completed measures of their eating patterns. Regression analyses were used to determine the most salient predictors of controlling child feeding practices, specifically restriction of food intake and pressure to eat. After controlling for adolescent age, parental dietary restraint was significantly associated with restriction and accounted for 15.2% of the variance in the use of restriction, F (1, 51)=10.4, p<.01. Adolescent emotional eating and income-to-needs ratio were significantly associated with use of pressure above and beyond adolescent age and accounted for 29.1% of the variance in the use of pressure, F (2, 48)=10.2, p<.001. This study suggests that future research should include factors from different levels of influence, such as child, parent and home environment. As understanding of these influences grows, efforts can be made to target specific contributors within intervention settings to address potential adverse outcomes associated with controlling feeding practices.",Familial influences on the use of controlling feeding practices with adolescents,-1.0
172,2984,"Two studies examined emotional responding to food cues. In experiment 1, normal college students were assigned to 0-, 6- or 24-h of food deprivation prior to presentations of standard emotional and food-related pictures. Food deprivation had no impact on responses elicited by standard emotional pictures. However, subjective and psychophysiological reactions to food pictures were affected significantly by deprivation. Importantly, food-deprived subjects viewing food pictures showed an enhanced startle reflex and increased heart rate. Experiment 2 replicated the food deprivation effects from experiment 1, and examined participants reporting either a habitual pattern of restrained (anorexia-like) or binge (bulimia-like) eating. Food-deprived and binge eater groups showed startle potentiation to food cues, and rated these stimuli as more pleasant, relative to restrained eaters and control subjects. The results are interpreted from the perspective that startle modulation reflects activation of defensive or appetitive motivation. Implications of the data for understanding eating disorders are considered.",Food deprivation and emotional reactions to food cues: implications for eating disorders,-1.0
173,3012,"Learning to make rewarding choices in response to stimuli depends on a slow but steady process, reinforcement learning, and a fast and flexible, but capacity-limited process, working memory. Using both systems in parallel, with their contributions weighted based on performance, should allow us to leverage the best of each system: rapid early learning, supplemented by long-term robust acquisition. However, this assumes that using one process does not interfere with the other. We use computational modeling to investigate the interactions between the two processes in a behavioral experiment and show that working memory interferes with reinforcement learning. Previous research showed that neural representations of reward prediction errors, a key marker of reinforcement learning, were blunted when working memory was used for learning. We thus predicted that arbitrating in favor of working memory to learn faster in simple problems would weaken the reinforcement learning process. We tested this by measuring performance in a delayed testing phase where the use of working memory was impossible, and thus participant choices depended on reinforcement learning. Counterintuitively, but confirming our predictions, we observed that associations learned most easily were retained worse than associations learned slower: Using working memory to learn quickly came at the cost of long-term retention. Computational modeling confirmed that this could only be accounted for by working memory interference in reinforcement learning computations. These results further our understanding of how multiple systems contribute in parallel to human learning and may have important applications for education and computational psychiatry.",The Tortoise and the Hare: Interactions between Reinforcement Learning and Working Memory,0.0
174,3019,"Research on adult age differences in language production has traditionally focused on either the production of single words or the properties of language samples. Older adults are more prone to word retrieval failures than are younger adults (e.g., Burke, MacKay, Worthley, & Wade, 1991). Older adults also tend to produce fewer ideas per utterance and fewer left-branching syntactic structures (e.g., Kemper, Greiner, Marquis, Prenovost, & Mitzner, 2001). The use of eye movement monitoring in the study of language production allows researchers to examine word production processes in the context of multiword utterances, bridging the gap between behavior in word production studies and spontaneous speech samples. This paper outlines one view of how speakers plan and produce utterances, summarizes the literature on age-related changes in production, presents an overview of the published research on speakers- gaze during picture description, and recaps a study using eye movement monitoring to explore age-related changes in language production.",Observing the what and when of language production for different age groups by monitoring speakers' eye movements,-0.75
175,3028,"Mentally simulating a movement is known to share temporal and kinematic characteristics with the execution of the same movement, and this is thought to be reflected in the sharing of neural resources between the two activities. A powerful method of implicitly facilitating such mental simulation (or motor imagery) in individuals is to present them with a picture of a hand and ask them to identify its laterality (i.e. left or right). The mental rotation undertaken in order to complete this hand laterality recognition task (HLRT) provides an effective form of motor imagery, and the task has become an influential tool in clinical and experimental studies. However, performance on the task is modified by numerous factors, and there is a suggestion that the method of response demanded by different versions of the task may have a modulating effect. Here, we compared performance on the HLRT when responding verbally or manually in a group of unimpaired right-handed participants. For manual responses, we also compared performance when participants responded unimanually, using the index and middle fingers of their dominant or non-dominant hand. Performance was poorer for the manual compared to the verbal condition both in terms of accuracy and response time. Furthermore, for manual responses, the requirement to make a response with a specific limb selectively disrupted the ability to recognise an image of the corresponding limb. The disruption is considered to reflect difficulty in concurrently planning two actions with the same limb (manual response and mental rotation). Implications for the interpretation of existing and future studies are discussed.",When the left hand does not know what the left hand is doing: response mode affects mental rotation of hands,0.0
176,3030,"The current study employed a modified gambling task, in which probabilistic cues were provided to elicit positive or negative expectations. Event-related potentials (ERPs) to -final outcome- and -probabilistic cues- were analyzed. Difference waves between the negative condition and the corresponding positive condition were examined. The results confirm that feedback related negativity (FRN) amplitude is modulated by the interaction of outcome valence and expectancy by showing larger FRN difference waves for unexpected than expected outcomes. More interestingly, the difference wave between ERPs elicited by positive and negative expectations showed a negative deflection, with a frontal midline source density around 280 ms after onset of the predictive cue. Negative expectations were associated with larger FRN amplitudes than positive expectations. This suggests that FRN is elicited by probabilistic cues to pending outcomes.",This ought to be good: brain activity accompanying positive and negative expectations and outcomes.,0.5
177,3073,"Milner and Goodale (1995) have proposed that visuomotor and perceptual processes are mediated by discrete visual systems that reflect the functional independence of action and perception. The visuomotor system is proposed to be insensitive to pictorial illusions of object size, whereas the perceptual system is reliably ""tricked"" by such figures. Brenner and Smeets (1996) and Jackson and Shaw (2000) demonstrated that grasp preshaping, but not grasping force, is immune to the Ponzo visual illusion, suggesting that not all visuomotor processes operate independently of the perceptual system. The present study investigated the effect of illusory object size on prehension kinematics and grasping dynamics (i.e., grip force and load force) as well as perceptual judgements of object size. Unlike previous investigations, object mass was held constant independent of changes in size. The Ponzo figure reliably affected perceptual estimates of object size, but this effect was restricted to one form of the illusion. Some aspects of the prehension movement were sensitive to veridical but not illusory object size (peak grip aperture, peak grip force, peak vertical wrist acceleration), whereas other movement parameters demonstrated illusory size effects (movement time, peak wrist velocity). Still other movement parameters were not sensitive to veridical or illusory object size (peak load force). Together the data suggest that certain prehension components are immune to pictorial illusions of object size, whereas others are not. Complex interactions between the perceptual and visuomotor systems appear to underlie the anticipatory scaling of grasping forces in prehension.",The effect of illusory size on force production when grasping objects,-1.0
178,3108,"The malleability of memory is becoming increasingly clear. Many influences can cause memories to change or even be created anew, including our imaginations and the leading questions or different recollections of others. The knowledge that we cannot rely on our memories, however compelling they might be, leads to questions about the validity of criminal convictions that are based largely on the testimony of victims or witnesses. Our scientific understanding of memory should be used to help the legal system to navigate this minefield.",Our changeable memories: legal and practical implications,-0.75
179,3125,"The face is a special visual stimulus. Both bottom-up processes for low-level facial features and top-down modulation by face expectations contribute to the advantages of face perception. However, it is hard to dissociate the top-down factors from the bottom-up processes, since facial stimuli mandatorily lead to face awareness. In the present study, using the face pareidolia phenomenon, we demonstrated that face awareness, namely seeing an object as a face, enhances object detection performance. In face pareidolia, some people see a visual stimulus, for example, three dots arranged in V shape, as a face, while others do not. This phenomenon allows us to investigate the effect of face awareness leaving the stimulus per se unchanged. Participants were asked to detect a face target or a triangle target. While target per se was identical between the two tasks, the detection sensitivity was higher when the participants recognized the target as a face. This was the case irrespective of the stimulus eccentricity or the vertical orientation of the stimulus. These results demonstrate that seeing an object as a face facilitates object detection via top-down modulation. The advantages of face perception are, therefore, at least partly, due to face awareness.",Seeing Objects as Faces Enhances Object Detection,-0.75
180,3145,"This article summarizes and discusses the main themes to emerge from this special section on the renewal of humanism in psychotherapy. It is concluded that (1) despite some controversies, humanism is both a viable and growing influence among the leading specialty areas of psychotherapy; (2) humanism is a foundational element of effectiveness among these specialty areas; and (3) humanistic training is essential to the development of trainees in the aforementioned specialty areas. The implications of these findings for each of the specialty areas, for the profession of psychotherapy, and for the public at large are elaborated, concluding with a call for a reassessment of priorities in the research, practice, and training of standardized mental health delivery.",The renewal of humanism in psychotherapy: summary and conclusion.,-1.0
181,3171,"One of the characteristic features of the human motor system is redundancy i.e., the ability to achieve a given task outcome using multiple coordination patterns. However, once participants settle on using a specific coordination pattern, the process of learning to use a new alternative coordination pattern to perform the same task is still poorly understood. Here, using two experiments, we examined this process of how participants shift from one coordination pattern to another using different reinforcement schedules. Participants performed a virtual reaching task, where they moved a cursor to different targets positioned on the screen. Our goal was to make participants use a coordination pattern with greater trunk motion, and to this end, we provided reinforcement by making the cursor disappear if the trunk motion during the reach did not cross a specified threshold value. In Experiment 1, we compared two reinforcement schedules in two groups of participants-an abrupt group, where the threshold was introduced immediately at the beginning of practice; and a gradual group, where the threshold was introduced gradually with practice. Results showed that both abrupt and gradual groups were effective in shifting their coordination patterns to involve greater trunk motion, but the abrupt group showed greater retention when the reinforcement was removed. In Experiment 2, we examined the basis of this advantage in the abrupt group using two additional control groups. Results showed that the advantage of the abrupt group was because of a greater number of practice trials with the desired coordination pattern. Overall, these results show that reinforcement can be successfully used to shift coordination patterns, which has potential in the rehabilitation of movement disorders.",Learning alternative movement coordination patterns using reinforcement feedback,-1.0
182,3191,"During the last decades, research on binary decision making elucidated some of the basic neural mechanisms underlying the decision-making process. Recently, the focus of experimental as well as modeling studies began to shift from simple binary choices to decision making with multiple alternatives. In this article, we address the question how different numbers of choice alternatives might be handled and encoded in the brain. We present a minimal, biophysically realistic spiking neuron model for decision making with multiple alternatives. Our model accounts for the relevant aspects of recent experimental data of a random-dot motion-discrimination task on both the cellular and behavioral level. Notably, all network parameters and inputs in our network are independent of the number of possible alternatives used in the tested experimental paradigms (2 and 4 alternatives and 2 alternatives with an angular separation of 90-). This avoids the use of extra top-down regulation mechanisms to adapt the network to the number of choices. Furthermore, we show that increasing the number of neurons encoding each choice alternative is positively related to the network's capacity of choice-number-independent decision making. Consequently, our results suggest a physiological advantage of a pooled, multineuron representation of choice alternatives.",The encoding of alternatives in multiple-choice decision-making,-1.0
183,3197,The experimental data in this paper show that chromatic bars presented in alternation with equiluminant neutral-appearing bars are seen as more saturated than the same chromaticity presented as a uniform rectangle. This effect was diminished but not eliminated when test and match stimuli were presented within a slightly dimmer neutral surround. The test stimulus was a 2-5- rectangle with a 0.7 cpd square wave grating composed of alternating equiluminant chromatic test bars and neutral bars. Asymmetric matching was used to match the test bar appearance to a uniform 2-5- comparison rectangle. Test and comparison stimuli were presented to separate eyes in a haploscope and appeared flanking a central fixation target. Data were collected with test and inducing stimuli on the cardinal axes of color space. Test bars separated by neutral bars appeared more saturated than the comparison rectangle for both the l-and s-axis directions. Manipulation of excitation on one cardinal axis did not affect the appearance matches made for the other cardinal axis.,Color appearance: neutral surrounds and spatial contrast,-1.0
184,3209,"We investigated the influence of gaze elevation on judging the possibility of passing under high obstacles during pitch body tilts, while stationary, in absence of allocentric cues. Specifically, we aimed at studying the influence of egocentric references upon geocentric judgements. Seated subjects, orientated at various body orientations, were asked to perceptually estimate the possibility of passing under a projected horizontal line while keeping their gaze on a fixation target and imagining a horizontal body displacement. The results showed a global overestimation of the possibility of passing under the line, and confirmed the influence of body orientation reported by Bringoux et al. (Exp Brain Res 185(4):673-680, 2008). More strikingly, a linear influence of gaze elevation was found on perceptual estimates. Precisely, downward eye elevation yielded increased overestimations, and conversely upward gaze elevation yielded decreased overestimations. Furthermore, body and gaze orientation effects were independent and combined additively to yield a global egocentric influence with a weight of 45 and 54%, respectively. Overall, our data suggest that multiple egocentric references can jointly affect the estimated possibility of passing under high obstacles. These results are discussed in terms of -interpenetrability- between geocentric and egocentric reference frames and clearly demonstrate that gaze elevation is involved, as body orientation, in geocentric spatial localization.",Influence of gaze elevation on estimating the possibility of passing under high obstacles during body tilt,-0.5
185,3210,"The task of determining an optimal route to several locations is called the traveling salesperson problem (TSP). The TSP has been used recently to examine spatial cognition in humans and non-human animals. It remains unclear whether or not the decision process of animals other than non-human primates utilizes rigid rule-based heuristics, or whether non-human animals are able to flexibly -plan- future routes/behavior based on their knowledge of multiple locations. We presented pigeons in a One-way and Round-Trip group with TSPs that included two or three destinations (feeders) in a laboratory environment. The pigeons departed a start location, traveled to each feeder once before returning to a final destination. Pigeons weighed the proximity of the next location heavily, but appeared to plan ahead multiple steps when the travel costs for inefficient behavior appeared to increase. The results provide clear and strong evidence that animals other than primates are capable of planning sophisticated travel routes.",Let the pigeon drive the bus: pigeons can plan future routes in a room,1.0
186,3217,"We addressed the fundamental questions of which variables underlie the control of arm movement and how they are stored in motor memory, reproduced and modified in the process of adaptation to changing load conditions. Such variables are defined differently in two major theories of motor control (internal models and threshold control). To resolve the controversy, these theories were tested (experiment 1) based on their ability to explain why active movement away from a stable posture is not opposed by stabilizing mechanisms (the posture-movement problem). The internal model theory suggests that the system counteracts the opposing forces by increasing the muscle activity in proportion to the distance from the initial posture (position-dependent EMG control). In contrast, threshold control fully excludes these opposing forces by shifting muscle activation thresholds and thus resetting the stabilizing mechanisms to a new posture. Subjects were sitting, holding the vertical handle of a double-joint manipulandum with their right hand and were facing a computer screen on which the handle and target to be reached were displayed. In response to an auditory signal, subjects quickly moved the handle from an initial position to one of two (frontal and sagittal) targets. No load was applied during the movement but in separate trials, a brief perturbation was applied to the handle by torque motors controlling the manipulandum. Perturbations were applied prior to or 3 s after movement offset, in the latter case in one of eight directions. The EMG activity of the majority of the seven recorded muscles was at zero level before movement onset and returned to zero level after movement offset. Those muscles that remained active before or after the movement could be made silent whereas previously silent muscles could be activated after a small passive displacement (several millimeters) elicited by perturbations in appropriate directions. Results showed that the activation thresholds of motoneurons of arm muscles were reset from the initial to a final position and that EMG activity was not position-dependent. These results were inconsistent with the internal model theory but confirmed the threshold control theory. Then the ability of threshold control theory to explain rapid movement adaptation to a position-dependent load was investigated (experiment 2 and 3). Subjects produced fast movement to the frontal target with and without a position-dependent load applied to the handle. Trials were organized in blocks alternating between the load and no-load condition (20 blocks in total, with randomly chosen number of five to ten trials in each). Subjects were instructed -do not correct- in experiment 2 and -correct- movement errors during the trial in experiment 3. Five threshold arm configurations underlying the movement production and adaptation were identified. When instructed -do not correct-, movement precision was fully restored on average after two trials. No significant improvement was observed as the experiment progressed despite the fact that the same load condition was repeated after one block of trials. Thus, in each block, the adaptation was made anew, implying that subjects relied on short-term memory and could not recall the threshold arm configurations they specified to accurately reach the same target in the same load condition in previous blocks. When instructed to -correct- within each trial, precision was restored faster, on average after one trial. Major aspects of the production and adaptation of arm movement (including the kinematics, movement errors, instruction-dependent behavior, and absence of position-related EMG activity) are explained in terms of threshold control.",Threshold control of arm posture and movement adaptation to load,-1.0
187,3233,"Theoretical models of psychotherapy not only try to predict outcome but also intend to explain patterns of change. Studies showed that psychotherapeutic change processes are characterized by nonlinearity, complexity, and discontinuous transitions. By this, theoretical models of psychotherapy should be able to reproduce these dynamic features. Using time series derived from daily measures through internet-based real-time monitoring as empirical reference, we earlier presented a model of psychotherapy which includes five state variables and four trait variables. In mathematical terms, the traits modulate the shape of the functions which define the nonlinear interactions between the variables (states) of the model. The functions are integrated into five coupled nonlinear difference equations. In the present paper, we model how traits (dispositions or competencies of a person) can continuously be altered by new experiences and states (cognition, emotion, behavior). Adding equations that link states to traits, this model not only describes how therapeutic interventions modulate short-term change and fluctuations of psychological states, but also how these can influence traits. Speaking in terms of Synergetics (theory of self-organization in complex systems), the states correspond to the order parameters and the traits to the control parameters of the system. In terms of psychology, trait dynamics is driven by the states-i.e., by the concrete experiences of a client-and creates a process of personality development at a slower time scale than that of the state dynamics (separation of time scales between control and order parameter dynamics).",Personality development in psychotherapy: a synergetic model of state-trait dynamics,-1.0
188,3236,"Although the relationships between Facebook addiction, Internet addiction and personality have already been investigated. The aim of the present study was to explore whether there were personality traits associated with Facebook addiction and Internet addiction across three different cultures. The participants were 1011 Facebook users from Poland, Turkey, and Ukraine. We administered the Bergen Facebook Addiction Scale, the Internet Addiction Test, and the Ten Item Personality Inventory. We found that in the total sample Facebook addiction was positively associated with Internet addiction, while Internet addiction was negatively associated with emotional stability, conscientiousness, and extraversion. The lack of invariance across the countries indicates that the tested links are not the same in each of them, which may suggest the role of cultural factors in this phenomenon. The results are discussed in the light of Facebook addiction and personality literature. The application of culturally sensitive intervention programs in dealing with Facebook addiction is encouraged.","The role of personality traits in Facebook and Internet addictions: A study on Polish, Turkish, and Ukrainian samples",-1.0
189,3239,"A period of post-learning sleep benefits memory consolidation compared with an equal-length wake interval. However, whether this sleep-based memory consolidation changes as a function of age remains controversial. Here we report a meta-analysis that investigates the age differences in the sleep-based memory consolidation in two types of memory: declarative memory and procedural memory. The meta-analysis included 22 comparisons of the performance between young adults (N =640) and older adults (N =529) on behavioral tasks measuring sleep-based memory consolidation. Our results showed a significant overall sleep-based beneficial effect in young adults but not in older adults. However, further analyses suggested that the age differences were mainly manifested in sleep-based declarative memory consolidation but not in procedural memory consolidation. We discussed the possible underlying mechanisms for the age-related degradation in sleep-based memory consolidation. Further research is needed to determine the crucial components for sleep-related memory consolidation in older adults such as age-related changes in neurobiological and cardiovascular functions, which may play an important role in this context and have the potential to delineate the interrelationships between age-related changes in sleep and memory.",Age-related differences in sleep-based memory consolidation: A meta-analysis,-1.0
190,3276,"When making a difficult choice, people often justify the choice by increasing their liking for the chosen object and decreasing their liking for the rejected object. To uncover the neural signatures of choice justification, we used functional magnetic resonance imaging to monitor neural activity when subjects rated their preference for chosen and rejected musical CDs before and after they made their choices. We observed that the trial-by-trial attitude change (i.e., increase of preference for chosen items and decrease of preference for rejected items) was predicted by post-choice activity in the ventral medial prefrontal cortex (MPFC), right temporal-parietal junction, anterior insula, and bilateral cerebellum. Furthermore, individual difference in choice justification (i.e., increased preference for chosen items minus decreased preference for rejected items) was predicted by post-choice neural activity in the dorsal MPFC, left lateral prefrontal cortex, and right precentral cortex positively. In addition, interdependent self-construal was correlated with decreased activity in the ventral MPFC in the post-choice than pre-choice sessions. These findings suggest that both negative arousal/regulation and self-reflection are associated with choice justification. This provides evidence for the self-threat theory of choice justification.",How choice modifies preference: Neural correlates of choice justification,-1.0
191,3277,"Recent studies on animal mathematical abilities suggest that all vertebrates show comparable abilities when they are given spontaneous preference tests, such as selecting the larger number of food items, but that mammals and birds generally achieve much better performance than fish when tested with training procedures. At least part of these differences might be due to the fact that fish are usually trained with only one or two dozen trials while extensive training, sometimes with thousands of trials, is normally performed in studies of mammals and birds. To test this hypothesis, female guppies were trained on four consecutive numerical discriminations of increasing difficulty (from 2 vs. 3 to 5 vs. 6 items), with up to 120 trials with each discrimination. Five out of eight subjects discriminated all contrasts up to 4 versus 5 objects at levels significantly better than chance, a much higher limit than the 2 versus 3 limit previously reported in studies that provided fish with only short training sequences. Our findings indicate that the difference in numerical cognition between teleosts and warm-blooded vertebrates might be smaller than previously supposed.",Extensive training extends numerical abilities of guppies,-0.5
192,3297,"In spontaneous speaking, the is normally pronounced as thuh, with the reduced vowel schwa (rhyming with the first syllable of about). But it is sometimes pronounced as thiy, with a nonreduced vowel (rhyming with see). In a large corpus of spontaneous English conversation, speakers were found to use thiy to signal an immediate suspension of speech to deal with a problem in production. Fully 81% of the instances of thiy in the corpus were followed by a suspension of speech, whereas only 7% of a matched sample of thuhs were followed by such suspensions. The problems people dealt with after thiy were at many levels of production, including articulation, word retrieval, and choice of message, but most were in the following nominal.","Pronouncing ""the"" as ""thee"" to signal problems in speaking",-0.75
193,3311,"We define a solution to the problem of coalition formation that applies to purely hedonic games. Coalition structures satisfying our requirements are called durable, and we interpret them as much more likely to last than those coalition structures not satisfying the requirements, which we call transient. Durability results from a combination of foresight and extreme risk aversion on the part of agents, when considering to join others to disrupt an existing structure in search of higher gains. Agents- calculations are also constrained to satisfy a strong consistency requirement, which is reflected in the recursive structure of our definition. We prove that durable coalition structures always exist, and we provide examples of hedonic games where our solutions apply nicely.",On coalition formation: durable coalition structures,-1.0
194,3336,"We compared the effect of skin temperature on the critical threshold temperature eliciting heat pain with the effect of skin temperature on the response latency to the first heat pain sensation in healthy human subjects. Also, we determined the effect of the duration of a heat stimulus ramp on pain threshold. Furthermore, we determined the effect of skin temperature on mechanically induced pain. We found that the latency to the first pain sensation induced by a radiant heat stimulus was significantly decreased with an increase in the skin temperature (25-35 -C). However, independent of the rate of the stimulus rise (3-10 -C/s) and independent of the stimulus location (hairy vs glabrous skin), the threshold temperature for eliciting the heat pain sensation, determined with a contact thermostimulator, was not changed by a change in the skin temperature in the same subjects. With a fast rate of stimulus rise, a higher pain threshold was obtained than with a slow rise of stimulus temperature. However, this difference was found only with subject-controlled ascending stimuli (method of limits) but not with experimenter-controlled, predetermined stimulus ramps (method of levels). The heat pain threshold was higher in the glabrous skin of the hand than in the hairy skin of the forearm. With increasing stimulus duration (2.5-10s), the threshold temperature eliciting the heat pain sensation was significantly decreased. The mechanically induced pain threshold was not influenced by the skin temperature. The results indicate that the critical temperature for eliciting heat pain is independent of the skin temperature in humans. However, a change in skin temperature is an important source of an artefactual change in heat pain sensitivity when the radiant heat method (latency or energy) is used as an index of pain sensitivity. With a method dependent on reaction time (the method of limits), the heat pain threshold was artefactually increased, with fast rates of stimulus rise due to the long delay of slowly conducting heat pain signals in reaching the brain. With an increase in the duration of the heat stimulus, the critical temperature for eliciting pain sensation was significantly decreased, which may be explained by central neuronal mechanisms (temporal summation).",Influence of skin temperature on heat pain threshold in humans,-1.0
